Year,Date,OPP,FanDuel,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,SF,E,AVG,OBP,SLG,OPS
2019,1-Sep,@LAA,34.7,4,4,1,3,1,0,1,3,0,0,0,0,0,0,0,0.312,0.388,0.58,0.968
2019,3-Sep,Min,3,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0.31,0.387,0.577,0.964
2019,4-Sep,Min,3,4,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0.31,0.386,0.574,0.96
2019,5-Sep,Min,6,4,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0.31,0.387,0.573,0.96
2019,6-Sep,NYY,13,4,4,0,1,1,0,0,2,0,2,0,0,0,0,0,0.309,0.386,0.572,0.958
2019,7-Sep,NYY,3,4,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0.309,0.385,0.57,0.955
2019,8-Sep,NYY,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307,0.383,0.566,0.949
2019,9-Sep,NYY,0,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0.304,0.38,0.562,0.942
2019,10-Sep,@Tor,,DNP,,,,,,,,,,,,,,,,,,
2019,11-Sep,@Tor,3,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.303,0.38,0.56,0.94
2019,12-Sep,@Tor,15.7,5,5,1,2,1,0,0,1,0,0,0,0,0,0,0,0.304,0.38,0.56,0.94
2019,14-Sep,@Phi,6,4,3,0,1,0,0,0,0,1,1,0,1,0,0,0,0.304,0.381,0.559,0.94
2019,15-Sep,@Phi,6.2,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0.303,0.379,0.556,0.935
2019,17-Sep,SF,12,8,6,0,2,0,0,0,0,2,2,0,0,0,0,1,0.304,0.381,0.553,0.934
2019,18-Sep,SF,0,4,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0.302,0.379,0.549,0.928
2019,19-Sep,SF,16.5,4,4,0,2,0,0,0,3,0,1,0,0,0,0,0,0.303,0.379,0.549,0.928
2019,20-Sep,@TB,6,5,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0.304,0.38,0.548,0.928
2019,21-Sep,@TB,24.7,5,5,1,2,1,0,1,1,0,0,0,0,0,0,0,0.305,0.38,0.553,0.933
2019,22-Sep,@TB,9.2,5,4,1,1,0,0,0,0,0,1,0,0,1,0,0,0.304,0.38,0.551,0.931
2019,23-Sep,@TB,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.304,0.379,0.55,0.929
2019,24-Sep,@Tex,19.2,5,3,1,2,0,0,0,2,1,0,0,0,0,1,0,0.306,0.381,0.551,0.932
2019,25-Sep,@Tex,9.7,5,4,1,1,0,0,0,1,0,1,0,0,0,1,0,0.305,0.38,0.549,0.929
2019,26-Sep,@Tex,,DNP,,,,,,,,,,,,,,,,,,
2019,27-Sep,Bal,12.5,4,4,0,2,1,0,0,1,0,0,0,0,0,0,0,0.306,0.38,0.55,0.93
2019,28-Sep,Bal,31.2,5,4,1,3,0,0,1,2,1,0,0,0,0,0,0,0.309,0.383,0.556,0.939
2019,29-Sep,Bal,12.7,4,3,1,1,0,0,0,1,1,0,0,0,0,0,1,0.309,0.384,0.555,0.939
